member,lead,trust,err
cons_aiwp,24,0.5,13.343391197346218
pangu,24,1.0,17.15425076682566
fengwu,24,0.75,34.7903931828951
gru,24,0.5,288.6660488806302
transformer,24,1.25,299.5097668939395
cliper,24,1.0,333.7166370179141
cons_aiwp,24,0.75,8.994736741157164
pangu,48,1.0,40.22932794280697
fengwu,48,0.75,452.5301742589441
gru,48,0.5,711.1003460111733
transformer,48,1.25,738.4114056496588
cliper,48,1.0,885.3790452754961
cons_aiwp,48,0.75,228.96340129204802
pangu,24,1.0,95.10327698833936
fengwu,24,1.0,137.71704532684524
gru,24,0.5,152.48592732523218
transformer,24,0.5,135.92647974298413
cliper,24,0.5,404.34117476823906
cons_aiwp,24,1.0,115.05875815798922
pangu,48,1.0,172.1486174930321
fengwu,48,1.0,248.12625836646328
gru,48,0.5,276.63537962949846
transformer,48,0.5,258.31221829633995
cliper,48,0.5,781.9857629190174
cons_aiwp,48,1.0,210.12195587883
pangu,72,1.0,159.92038525766213
fengwu,72,1.0,1303.7257873894362
gru,72,0.5,247.41664617916155
transformer,72,0.5,241.0851657056451
cliper,72,0.5,918.871388001724
cons_aiwp,72,1.0,567.7196738935995
pangu,24,1.0,81.88287413935515
fengwu,24,1.0,376.75751898018547
gru,24,0.75,87.91640658087795
transformer,24,0.75,96.10148466072074
cliper,24,0.75,132.01445982756834
cons_aiwp,24,1.0,219.67496041835315
pangu,48,1.0,243.3656537883829
fengwu,48,1.0,727.2165592630251
gru,48,0.75,450.76575801286134
transformer,48,0.75,438.8053195820728
cliper,48,0.75,493.6524283731121
cons_aiwp,48,1.0,484.72894693694684
pangu,72,1.0,643.7462354639175
fengwu,72,1.0,828.5055772573709
gru,72,0.75,760.6510411998919
transformer,72,0.75,742.8740895908122
cliper,72,0.75,782.3795302517002
cons_aiwp,72,1.0,732.828734847592
pangu,24,1.0,27.798731661139723
fengwu,24,1.0,38.297723980383225
gru,24,1.0,33.9223079786009
transformer,24,1.0,10.916971745881892
cliper,24,1.0,23.374702615489966
cons_aiwp,24,1.0,30.53939589739568
pangu,48,1.0,346.8930650052059
fengwu,48,1.0,556.4981179202067
gru,48,1.0,65.6416359242262
transformer,48,1.0,87.11884970264516
cliper,48,1.0,72.40723238942368
cons_aiwp,48,1.0,452.26296975425055
pangu,72,1.0,638.586400665183
fengwu,72,0.25,3870.4774582154573
gru,72,1.0,273.4471597624994
transformer,72,1.0,268.90484390114347
cliper,72,1.0,286.756340767168
cons_aiwp,72,1.0,2155.953904103942
pangu,24,1.0,511.5926743141827
fengwu,24,0.5,117.15970771798006
gru,24,1.5,36.07586499197273
transformer,24,1.5,53.883083903631345
cliper,24,1.0,33.68386691329178
cons_aiwp,24,0.5,243.17987542846163
pangu,48,1.0,1638.1353397814664
fengwu,48,0.5,483.72715663212455
gru,48,1.5,38.215605929442184
transformer,48,1.5,83.58205487708972
cliper,48,1.0,10.331797330597977
cons_aiwp,48,0.5,948.7959687675836
pangu,72,1.0,2607.372427177939
fengwu,72,0.5,1672.6834567234625
gru,72,1.5,210.83144258881723
transformer,72,1.5,248.76364297951235
cliper,72,1.0,96.56550767921578
cons_aiwp,72,0.5,1014.6661764056881
pangu,24,1.0,12.29881638347045
fengwu,24,1.0,17.486367326394266
gru,24,1.0,70.29930178252178
transformer,24,1.0,66.6900648363966
cliper,24,1.0,104.34477487747613
cons_aiwp,24,1.0,5.704691158898762
pangu,48,1.0,361.71518906900144
fengwu,48,1.0,1976.8228474909602
gru,48,1.0,161.5687476072029
transformer,48,1.0,151.57613912952752
cliper,48,1.0,184.27676304713756
cons_aiwp,48,1.0,1154.2774063000816
pangu,72,1.0,693.6650909685159
fengwu,72,1.0,6909.035683879015
gru,72,1.0,464.91324586252665
transformer,72,1.0,413.22724574749896
cliper,72,1.0,366.5773125439409
cons_aiwp,72,1.0,3790.2560505178685
pangu,24,1.0,98.18973801195934
fengwu,24,1.0,85.36361451078763
gru,24,1.2,299.93986109127746
transformer,24,1.2,298.95526914595837
cliper,24,1.2,252.63050477203834
cons_aiwp,24,1.0,89.70270447129143
pangu,48,1.0,150.7509277158434
fengwu,48,1.0,112.19376299574353
gru,48,1.2,612.392926788065
transformer,48,1.2,615.5343211482777
cliper,48,1.2,552.8836732732053
cons_aiwp,48,1.0,131.52652888419334
pangu,72,1.0,290.72173293350306
fengwu,72,1.0,285.8047853516466
gru,72,1.2,835.9377660843992
transformer,72,1.2,865.1553386651314
cliper,72,1.2,653.3317000916044
cons_aiwp,72,1.0,288.0376531693142
pangu,24,1.0,381.3188092370683
fengwu,24,1.0,36.685926653127105
gru,24,1.0,77.57560740481732
transformer,24,1.0,106.76706350876135
cliper,24,1.0,82.3776872442227
cons_aiwp,24,1.0,184.99698876504925
pangu,48,0.75,705.5121040757463
fengwu,48,0.75,649.7570747365703
gru,48,1.25,424.7087803831199
transformer,48,1.25,458.44751525520417
cliper,48,1.25,350.07244058621365
cons_aiwp,48,0.75,676.5554160810956
pangu,72,0.5,734.1225910762399
fengwu,72,0.5,1639.155443944711
gru,72,1.5,798.4036734712855
transformer,72,1.5,825.2296593866353
cliper,72,1.5,658.7222956254036
cons_aiwp,72,0.5,981.2521190866482
pangu,24,1.0,84.89161195446665
fengwu,24,1.0,76.71919229116052
gru,24,0.5,538.9705014552934
transformer,24,0.5,570.4935634731356
cliper,24,0.5,416.646192391237
cons_aiwp,24,1.0,75.31081688409715
pangu,48,1.0,188.74226855435373
fengwu,48,1.0,184.85403980520536
gru,48,0.5,1075.7775814907732
transformer,48,0.5,1149.936531748229
cliper,48,0.5,945.6919096045427
cons_aiwp,48,1.0,185.88617563563173
pangu,72,1.0,296.98299664656713
fengwu,72,1.0,370.44762149995705
gru,72,0.5,1528.6317321335205
transformer,72,0.5,1645.2886057506437
cliper,72,0.5,1433.620260614124
cons_aiwp,72,1.0,331.4582081574574
pangu,24,0.8,35.12363053421699
fengwu,24,0.8,55.732169997191974
gru,24,1.2,30.256038773379046
transformer,24,1.2,34.477988348569696
cliper,24,1.5,93.05991644505306
cons_aiwp,24,0.8,44.189062005867335
pangu,48,0.8,44.18758831927624
fengwu,48,0.8,124.15290416908584
gru,48,1.2,111.1711402044819
transformer,48,1.2,121.7197158592583
cliper,48,1.5,291.82819862227245
cons_aiwp,48,0.8,83.44752440993376
pangu,72,0.8,58.93293349682956
fengwu,72,0.8,28.310903844475003
gru,72,1.2,390.79186943222766
transformer,72,1.2,423.33295533217824
cliper,72,1.5,580.1926794359772
cons_aiwp,72,0.8,34.81323573142205
pangu,24,1.0,151.9488154595008
fengwu,24,1.0,108.35089481370161
gru,24,1.0,251.06386504394126
transformer,24,1.0,256.2194561604939
cliper,24,1.0,261.30880800693046
cons_aiwp,24,1.0,127.8207103652925
pangu,48,1.0,258.87090049233825
fengwu,48,1.0,277.7537656054062
gru,48,1.0,357.5965760952741
transformer,48,1.0,356.986346814166
cliper,48,1.0,424.0973014493718
cons_aiwp,48,1.0,264.3564681675474
pangu,72,1.0,209.27694861167467
fengwu,72,1.0,272.1922098562451
gru,72,0.5,375.88139641224194
transformer,72,0.5,397.8738085975575
cliper,72,0.5,568.2854878826146
cons_aiwp,72,1.0,239.66389251517595
pangu,24,0.5,39.19372194309306
fengwu,24,0.5,82.69490550794718
gru,24,1.5,186.3778741976977
transformer,24,1.5,202.82121864222546
cliper,24,1.2,118.1661150992701
cons_aiwp,24,0.5,23.18040277458296
pangu,48,0.5,54.859722129384636
fengwu,48,0.5,65.56456874493439
gru,48,1.5,445.2327092932345
transformer,48,1.5,498.34984597558315
cliper,48,1.2,344.58646102077824
cons_aiwp,48,0.5,45.29488624509883
pangu,72,0.5,130.2413698215578
fengwu,72,0.5,82.03900496648983
gru,72,1.5,729.1532324283339
transformer,72,1.5,819.9015057457622
cliper,72,1.2,733.0550340005346
cons_aiwp,72,0.5,101.80844333591918
pangu,24,1.0,39.03709339985319
fengwu,24,1.0,47.287574644474205
gru,24,0.5,112.29597029063402
transformer,24,0.5,140.0885167583784
cliper,24,1.25,147.90763198006076
cons_aiwp,24,1.25,19.81527911737575
pangu,48,1.0,58.93293349682956
fengwu,48,1.0,65.19233664856712
gru,48,0.5,406.4542575515259
transformer,48,0.5,425.3086174558508
cliper,48,1.25,36.281837566237535
cons_aiwp,48,1.25,60.441285068446874
pangu,72,1.0,105.34029905127245
fengwu,72,1.0,131.32056489605247
gru,72,0.5,610.1964402091897
transformer,72,0.5,612.981237895452
cliper,72,1.25,121.63587728237243
cons_aiwp,72,1.25,118.80806645705209
pangu,24,1.0,17.5159664923562
fengwu,24,1.0,27.129137095502976
gru,24,0.5,129.0989821740332
transformer,24,1.0,160.41065306204754
cliper,24,0.5,127.90860323178526
cons_aiwp,24,1.0,18.746837299142598
pangu,48,1.0,53.01343652601272
fengwu,48,1.0,82.03900496648983
gru,48,0.5,350.6864208104661
transformer,48,1.0,373.5496928203209
cliper,48,0.5,475.83418088301545
cons_aiwp,48,1.0,62.31254025420081
pangu,24,1.0,46.309769882838744
fengwu,24,1.0,61.39137002810833
gru,24,0.5,134.12485634821437
transformer,24,0.5,147.21765111965357
cliper,24,0.5,87.12893271276617
cons_aiwp,24,1.0,50.52456445449187
pangu,24,1.0,65.12783909554261
fengwu,24,1.0,65.12783909554261
gru,24,0.5,236.53553493622508
transformer,24,1.0,241.6838109464898
cliper,24,0.5,273.86340387392244
cons_aiwp,24,1.0,65.12783909554261
pangu,48,1.0,79.86203401858818
fengwu,48,1.0,55.580528131510164
gru,48,0.5,387.49587837426225
transformer,48,1.0,366.5947706822477
cliper,48,0.5,499.8928882262494
cons_aiwp,48,1.0,67.9771640049857
pangu,24,1.0,93.29067846177641
fengwu,24,1.0,73.55510955882458
gru,24,1.25,197.19894426782253
transformer,24,1.25,167.85028246424665
cliper,24,0.75,381.9648162978759
cons_aiwp,24,1.0,83.33029930754148
pangu,24,1.0,84.83597139764217
fengwu,24,1.0,51.19841731102083
gru,24,0.5,196.24600832294013
transformer,24,0.5,243.79403497801908
cliper,24,0.5,180.70288878801654
cons_aiwp,24,1.0,63.40726499349668
pangu,48,1.0,16.90959739865605
fengwu,48,1.0,24.652923413883823
gru,48,0.5,214.37614407856384
transformer,48,0.5,267.73303204412906
cliper,48,0.5,151.10962489977072
cons_aiwp,48,1.0,9.146706685170823
pangu,72,1.0,95.15181658628632
fengwu,72,1.0,76.03979662294957
gru,72,0.5,294.2880608486136
transformer,72,0.5,260.7607895428175
cliper,72,0.5,162.259665457395
cons_aiwp,72,1.0,75.50778047860295
pangu,24,1.0,12.010605776629449
fengwu,24,1.0,12.010605776629449
gru,24,0.5,206.22646273369594
transformer,24,0.5,167.29936626135787
cliper,24,0.5,194.22243298073568
cons_aiwp,24,1.0,12.010605776629449
pangu,48,1.0,21.523482437577083
fengwu,48,1.0,21.523482437577083
gru,48,0.5,509.15289069440865
transformer,48,0.5,463.1256210055615
cliper,48,0.5,516.1340204424182
cons_aiwp,48,1.0,21.523482437577083
pangu,72,1.0,71.3370624539213
fengwu,72,1.0,94.51568764787505
gru,72,0.5,888.502920921164
transformer,72,0.5,860.6781767377275
cliper,72,0.5,911.6747091098327
cons_aiwp,72,1.0,80.97204005392926
pangu,24,1.0,7.611348587804874
fengwu,24,1.0,7.611348587804874
gru,24,0.5,40.872748859794235
transformer,24,0.5,26.325458633668035
cliper,24,1.0,64.0124347254883
cons_aiwp,24,1.0,7.611348587804874
pangu,48,1.0,71.3370624539213
fengwu,48,1.0,66.71695598673533
gru,48,0.5,152.0884216487653
transformer,48,0.5,153.37443106304806
cliper,48,1.0,26.424313886877883
cons_aiwp,48,1.0,67.80934270261108
pangu,72,1.0,99.3954445252326
fengwu,72,1.0,166.0778580967415
gru,72,0.5,212.05594482569177
transformer,72,0.5,267.6513132840854
cliper,72,1.0,150.57061471788307
cons_aiwp,72,1.0,130.334147087769
pangu,24,1.0,51.15045316868618
fengwu,24,1.0,32.12515690270235
gru,24,1.0,82.0961724437613
transformer,24,1.0,45.974257434801
cliper,24,1.0,84.29613967903965
cons_aiwp,24,1.0,40.94060703373091
pangu,48,1.0,34.97890707524035
fengwu,48,1.0,49.69207436709241
gru,48,0.8,426.0870850636919
transformer,48,0.8,378.9405541058093
cliper,48,0.8,455.302443453517
cons_aiwp,48,1.0,40.60479883505121
pangu,72,1.0,47.06069503245056
fengwu,72,0.8,100.59710682077133
gru,72,0.7,769.5161388200764
transformer,72,0.7,741.0753880153977
cliper,72,0.7,846.2097464650097
cons_aiwp,72,1.0,72.30571856287882
pangu,24,1.0,37.62343164730478
fengwu,24,1.0,39.59457225164219
gru,24,0.5,84.55451017898613
transformer,24,0.5,84.28325591615678
cliper,24,0.5,108.28793305397751
cons_aiwp,24,1.0,35.99584714474516
pangu,48,1.0,44.97357990780615
fengwu,48,1.0,34.25124766460608
gru,48,0.5,172.66558583426072
transformer,48,0.5,185.35197080346654
cliper,48,0.5,269.51156774592073
cons_aiwp,48,1.0,34.668253972029326
pangu,72,1.0,56.16658676540083
fengwu,72,1.0,84.85455232973567
gru,72,0.5,260.9475522123857
transformer,72,0.5,295.88819365655627
cliper,72,0.5,452.3736850130814
cons_aiwp,72,1.0,66.5029932486878
pangu,24,1.0,16.746264309119717
fengwu,24,1.0,53.70811417361355
gru,24,0.5,232.28138920030506
transformer,24,0.5,183.50703952359902
cliper,24,0.5,265.99625224846926
cons_aiwp,24,1.0,35.62856343702193
pangu,48,1.0,57.14420594746136
fengwu,48,1.0,117.4042685398654
gru,48,0.5,506.2243088958878
transformer,48,0.5,424.1099955854194
cliper,48,0.5,537.7422046821674
cons_aiwp,48,1.0,87.409250657449
pangu,72,1.0,71.44956689204461
fengwu,72,1.0,168.0364869872529
gru,72,0.5,811.1810141804829
transformer,72,0.5,709.1499661823398
cliper,72,0.5,849.7625059387562
cons_aiwp,72,1.0,120.1337419566634
pangu,24,1.0,38.10307018730512
fengwu,24,1.0,19.33920859073082
gru,24,0.5,162.72931164637893
transformer,24,0.5,122.83117474112332
cliper,24,1.0,103.0465081624662
cons_aiwp,24,1.0,27.237979233423435
pangu,48,1.0,27.798731661140078
fengwu,48,1.0,86.67286913848028
gru,48,0.5,232.6259549393231
transformer,48,0.5,78.69149839219355
cliper,48,1.0,79.28904455873332
cons_aiwp,48,1.0,56.74346738774924
pangu,24,1.0,82.31584806920227
fengwu,24,1.0,138.21418221037288
gru,24,0.5,396.0475657153059
transformer,24,0.5,326.3987119716448
cliper,24,0.5,330.26668708025585
cons_aiwp,24,1.0,109.51510525243677
pangu,24,1.0,27.641041672541775
fengwu,24,1.0,11.119492664455889
gru,24,0.5,156.7244103731727
transformer,24,0.5,136.8031605922188
cliper,24,1.0,76.70718773037395
cons_aiwp,24,1.0,16.467775719841576
pangu,48,1.0,49.787086348566035
fengwu,48,1.0,76.76256300448235
gru,48,0.5,400.21415958390713
transformer,48,0.5,356.35220598797997
cliper,48,1.0,147.75418342933247
cons_aiwp,48,1.0,57.617128679563926
pangu,72,1.0,171.39655674053756
fengwu,72,1.0,41.54128435812279
gru,72,0.5,669.1795750922886
transformer,72,0.5,571.3029684659223
cliper,72,1.0,249.21807413341637
cons_aiwp,72,1.0,100.43839962108476
pangu,24,1.2,22.783076222329136
fengwu,24,1.2,55.570464553442896
gru,24,0.7,161.1852256357399
transformer,24,0.7,146.13927465946486
cliper,24,0.7,162.34675452390474
cons_aiwp,24,1.0,20.541965893251408
pangu,48,1.1,91.05851425747126
fengwu,48,1.1,73.70807345207287
gru,48,0.8,405.8434208263879
transformer,48,0.8,316.08157767544634
cliper,48,0.8,305.7292908880951
cons_aiwp,48,1.0,37.70387094586333
pangu,72,1.0,113.4883056700356
fengwu,72,1.0,107.02118095446951
gru,72,0.9,664.9844243696207
transformer,72,0.9,554.50658038661
cliper,72,0.9,496.18516687341065
cons_aiwp,72,1.0,21.44647502941938
pangu,24,1.0,55.84640006668837
fengwu,24,1.0,19.275233314146536
gru,24,0.5,144.7989129922276
transformer,24,0.5,115.11590233480834
cliper,24,0.5,102.43492723006733
cons_aiwp,24,1.0,37.68992207218399
pangu,48,1.0,56.6751610058715
fengwu,48,1.0,107.02118095446951
gru,48,0.5,630.4788498897498
transformer,48,0.5,587.6263530838114
cliper,48,0.5,484.6800446675862
cons_aiwp,48,1.0,66.87335036874057
pangu,24,1.0,60.414061523043294
fengwu,24,1.0,55.597463322279445
gru,24,0.5,46.21926412005377
transformer,24,0.5,74.94111135214217
cliper,24,1.5,165.9310459633369
cons_aiwp,24,1.0,56.74346738774924
pangu,24,1.0,58.238299799954554
fengwu,24,1.0,72.88356931476098
gru,24,1.0,49.77110745328279
transformer,24,1.0,69.67758811642952
cliper,24,0.75,198.25564882986995
cons_aiwp,24,1.0,59.513076690006514
pangu,48,1.0,108.40096983747533
fengwu,48,1.0,265.9427694427259
gru,48,1.0,356.0712573673797
transformer,48,1.0,315.1944659061127
cliper,48,0.75,395.260856124453
cons_aiwp,48,1.0,158.27323143076302
pangu,24,0.8,12.02756768417047
fengwu,24,0.8,42.73407306751496
gru,24,1.2,375.8094770332157
transformer,24,1.2,395.9681353989545
cliper,24,1.0,387.330931671529
cons_aiwp,24,0.8,21.44647502941938
pangu,24,1.0,107.51311929220692
fengwu,24,0.5,30.650614577967772
gru,24,0.5,242.81630489807475
transformer,24,0.5,219.65784339532925
cliper,24,0.5,189.51976436167234
cons_aiwp,24,0.5,55.10812377180184
pangu,48,1.0,101.20972228166272
fengwu,48,0.5,41.77627150077948
gru,48,0.5,431.6836508000406
transformer,48,0.5,382.089044421212
cliper,48,0.5,293.9713724077325
cons_aiwp,48,0.5,34.624181488877504
pangu,24,1.0,44.97357990780615
fengwu,24,1.0,34.25124766460608
gru,24,0.75,68.2053009084744
transformer,24,0.75,8.178254697784562
cliper,24,1.0,35.70307051555983
cons_aiwp,24,1.0,34.668253972029326
pangu,48,1.0,19.33920859073082
fengwu,48,1.0,51.79510788588845
gru,48,0.75,282.24445227353726
transformer,48,0.75,88.48869521351611
cliper,48,1.0,96.80795060361875
cons_aiwp,48,1.0,24.21284251350173
pangu,72,1.0,98.92159003283325
fengwu,72,1.0,83.39619498341881
gru,72,0.75,493.94495333344236
transformer,72,0.75,248.87007382182895
cliper,72,1.0,64.23325631046502
cons_aiwp,72,1.0,54.89937715978374
pangu,24,1.0,40.40825996346338
fengwu,24,1.0,11.138340833404202
gru,24,0.75,162.8727865714461
transformer,24,1.0,173.99628886871642
cliper,24,0.75,216.50214343366346
cons_aiwp,24,1.0,23.008710002566605
pangu,48,1.0,140.8829561532761
fengwu,48,1.0,91.81724386972132
gru,48,0.75,644.7926012852606
transformer,48,1.0,672.4226582115851
cliper,48,0.75,807.7202828609495
cons_aiwp,48,1.0,100.84064634025306
pangu,24,1.0,140.8829561532761
fengwu,24,1.0,116.75467297678648
gru,24,0.5,80.48987992394716
transformer,24,0.5,83.83231282838238
cliper,24,0.5,496.0847628988224
cons_aiwp,24,1.0,101.87915138641776
pangu,24,1.0,33.104380409100315
fengwu,24,0.5,25.11645590976278
gru,24,0.5,259.222412305545
transformer,24,0.5,228.0620707321317
cliper,24,1.5,190.38227699079857
cons_aiwp,24,1.0,26.072727912515628
pangu,48,1.0,167.92334354777924
fengwu,48,0.5,50.461529819485605
gru,48,0.5,755.0804865076567
transformer,48,0.5,614.3796898720873
cliper,48,1.5,731.4151287118575
cons_aiwp,48,1.0,107.30718752672412
pangu,72,1.0,180.99088453507662
fengwu,72,0.5,125.16457187956185
gru,72,0.5,1049.9853892163435
transformer,72,0.5,848.3714009100037
cliper,72,1.5,1125.526023407016
cons_aiwp,72,1.0,116.56910936531699
pangu,24,1.2,86.80936581873029
fengwu,24,1.1,38.21826200330679
gru,24,0.25,166.9817816315875
transformer,24,0.25,221.10457865476266
cliper,24,1.0,305.3331538317776
cons_aiwp,24,1.0,59.46034728469086
pangu,48,1.2,23.090293800957532
fengwu,48,1.1,75.90792817222861
gru,48,0.25,199.96962403646683
transformer,48,0.25,171.2405430542365
cliper,48,1.0,610.0957245023403
cons_aiwp,48,1.0,47.716813340208866
pangu,72,1.2,120.89662101600258
fengwu,72,1.1,175.20219727503644
gru,72,0.25,684.6480862253493
transformer,72,0.25,529.7418510484999
cliper,72,1.0,644.7365765003809
cons_aiwp,72,1.0,147.92950393295868
pangu,24,1.0,34.80241927176564
fengwu,24,0.8,60.97020756765147
gru,24,0.5,433.1652962237435
transformer,24,0.5,380.71538635066986
cliper,24,1.2,249.17008385559748
cons_aiwp,24,1.0,23.60260878953715
pangu,48,1.0,89.39063010808285
fengwu,48,0.8,171.56260927961372
gru,48,0.5,1297.864973052692
transformer,48,0.5,1264.6733812303198
cliper,48,1.2,943.8949209934478
cons_aiwp,48,1.0,128.2385217555135
pangu,72,1.0,256.69066948618115
fengwu,72,0.8,419.30210185877473
gru,72,0.5,2034.626594320195
transformer,72,0.5,2038.721657122915
cliper,72,1.2,1550.8878548484395
cons_aiwp,72,1.0,323.56911682123155
pangu,24,1.0,106.48485059829673
fengwu,24,1.0,106.48485059829673
gru,24,0.5,215.93563987254936
transformer,24,0.7,191.75650165439393
cliper,24,0.5,180.91462664531352
cons_aiwp,24,1.0,106.48485059829673
pangu,48,1.0,163.18090582005692
fengwu,48,1.0,103.5408360176605
gru,48,0.5,886.9280766278895
transformer,48,0.7,771.6563231189313
cliper,48,0.5,752.6099032428955
cons_aiwp,48,1.0,133.1032416444783
pangu,72,1.0,255.5332666054952
fengwu,72,1.0,178.4426892048522
gru,72,0.5,1363.7921778699117
transformer,72,0.7,1109.4944172513326
cliper,72,0.5,1187.4912188979959
cons_aiwp,72,1.0,181.54084393977752
pangu,24,1.0,79.3923893368274
fengwu,24,1.0,11.119492664455889
gru,24,0.5,428.95606802960003
transformer,24,0.5,365.29388183657403
cliper,24,0.5,350.06098621961115
cons_aiwp,24,1.0,42.72976090745883
pangu,48,1.0,62.48902443955302
fengwu,48,1.0,164.66722319126376
gru,48,0.5,732.5038305375348
transformer,48,0.5,630.2318128179166
cliper,48,0.5,537.6134578738107
cons_aiwp,48,1.0,111.87841508002016
pangu,72,1.0,186.15102337615838
fengwu,72,1.0,204.5241273951517
gru,72,0.5,1051.5336297731033
transformer,72,0.5,819.0148623389852
cliper,72,0.5,960.2759804723895
cons_aiwp,72,1.0,158.2380557672996
pangu,24,1.0,177.14411093191487
fengwu,24,1.0,80.14759592248099
gru,24,0.5,110.26221293002305
transformer,24,0.5,151.1508526186534
cliper,24,0.5,263.56063568625757
cons_aiwp,24,1.0,128.2385217555135
pangu,48,1.0,185.15293747383694
fengwu,48,1.0,96.19588751310835
gru,48,0.5,119.60477954072351
transformer,48,0.5,180.9485059190463
cliper,48,0.5,580.6684314132168
